"","X","hospital_id","name","addr","city","region","country","phone","long","lat","trial_code"
"797",216,"3d330944","Hospital General De Mallorca","Calle Duraton, 2, 09000","Palma","Baleares","Spain","+34 93 214 35 68","2.6243020","39.5671850","NCT03328884"
"798",216,"3d330944","Hospital General De Mallorca","Calle Duraton, 2, 09000","Palma","Baleares","Spain","+34 93 214 35 68","2.6243020","39.5671850","NCT02861573"
"799",216,"3d330944","Hospital General De Mallorca","Calle Duraton, 2, 09000","Palma","Baleares","Spain","+34 93 214 35 68","2.6243020","39.5671850","NCT04459715"
"800",216,"3d330944","Hospital General De Mallorca","Calle Duraton, 2, 09000","Palma","Baleares","Spain","+34 93 214 35 68","2.6243020","39.5671850","NCT05132582"
"801",216,"3d330944","Hospital General De Mallorca","Calle Duraton, 2, 09000","Palma","Baleares","Spain","+34 93 214 35 68","2.6243020","39.5671850","NCT04180371"
"802",217,"3d768763","Hospital Comarcal De Sant Bernabé","Avenida Severo Ochoa, 22, 29603","Berga","Cataluña","Spain","+34 98 631 63 41","-6.0152880","38.2452150","NCT05305040"
"803",218,"3e21c175","Hospital Civil","Avenida Del Cosmos, S/N, 29631","Málaga","Andalucía","Spain","+34 99 748 47 31","-4.0774620","40.7055180","NCT03377491"
"804",218,"3e21c175","Hospital Civil","Avenida Del Cosmos, S/N, 29631","Málaga","Andalucía","Spain","+34 99 748 47 31","-4.0774620","40.7055180","NCT04685135"
"805",218,"3e21c175","Hospital Civil","Avenida Del Cosmos, S/N, 29631","Málaga","Andalucía","Spain","+34 99 748 47 31","-4.0774620","40.7055180","NCT05043090"
"806",218,"3e21c175","Hospital Civil","Avenida Del Cosmos, S/N, 29631","Málaga","Andalucía","Spain","+34 99 748 47 31","-4.0774620","40.7055180","NCT05207709"
"807",218,"3e21c175","Hospital Civil","Avenida Del Cosmos, S/N, 29631","Málaga","Andalucía","Spain","+34 99 748 47 31","-4.0774620","40.7055180","NCT05061550"
"808",219,"3e912a4f","Hospital San Rafael","Calle Jove Y Canella, 1, 33900","Granada","Andalucía","Spain",NA,"2.1880170","41.3790100","NCT02969083"
"809",219,"3e912a4f","Hospital San Rafael","Calle Jove Y Canella, 1, 33900","Granada","Andalucía","Spain",NA,"2.1880170","41.3790100","NCT04211337"
"810",219,"3e912a4f","Hospital San Rafael","Calle Jove Y Canella, 1, 33900","Granada","Andalucía","Spain",NA,"2.1880170","41.3790100","NCT04597125"
"811",219,"3e912a4f","Hospital San Rafael","Calle Jove Y Canella, 1, 33900","Granada","Andalucía","Spain",NA,"2.1880170","41.3790100","NCT05116202"
"812",219,"3e912a4f","Hospital San Rafael","Calle Jove Y Canella, 1, 33900","Granada","Andalucía","Spain",NA,"2.1880170","41.3790100","NCT05296746"
"813",219,"3e912a4f","Hospital San Rafael","Calle Jove Y Canella, 1, 33900","Granada","Andalucía","Spain",NA,"2.1880170","41.3790100","NCT05256381"
"814",219,"3e912a4f","Hospital San Rafael","Calle Jove Y Canella, 1, 33900","Granada","Andalucía","Spain",NA,"2.1880170","41.3790100","NCT05171075"
"815",220,"3f013d7d","Centre Social i Sanitari Frederica Montseny","Carretera Torreblanca-Mairena Km. 3,5, S/N, 41007","Viladecans","Cataluña","Spain",NA,"-4.0859770","40.6694950","NCT04250922"
"816",220,"3f013d7d","Centre Social i Sanitari Frederica Montseny","Carretera Torreblanca-Mairena Km. 3,5, S/N, 41007","Viladecans","Cataluña","Spain",NA,"-4.0859770","40.6694950","NCT04300244"
"817",220,"3f013d7d","Centre Social i Sanitari Frederica Montseny","Carretera Torreblanca-Mairena Km. 3,5, S/N, 41007","Viladecans","Cataluña","Spain",NA,"-4.0859770","40.6694950","NCT04975308"
"818",220,"3f013d7d","Centre Social i Sanitari Frederica Montseny","Carretera Torreblanca-Mairena Km. 3,5, S/N, 41007","Viladecans","Cataluña","Spain",NA,"-4.0859770","40.6694950","NCT05050942"
"819",220,"3f013d7d","Centre Social i Sanitari Frederica Montseny","Carretera Torreblanca-Mairena Km. 3,5, S/N, 41007","Viladecans","Cataluña","Spain",NA,"-4.0859770","40.6694950","NCT04729608"
"820",220,"3f013d7d","Centre Social i Sanitari Frederica Montseny","Carretera Torreblanca-Mairena Km. 3,5, S/N, 41007","Viladecans","Cataluña","Spain",NA,"-4.0859770","40.6694950","NCT05052801"
"821",221,"3f041b2a","Hospital Universitari Sagrat Cor","Calle Afores, S/N, 25430","Barcelona","Cataluña","Spain",NA,"2.7924240","41.9743270","NCT04629833"
"822",222,"3f0adfbc","Hospital Quirónsalud Málaga","Carretera Badajoz Granada, 0, 06300","Málaga","Andalucía","Spain","+34 99 606 71 28","2.1343370","41.4006020","NCT02899052"
"823",222,"3f0adfbc","Hospital Quirónsalud Málaga","Carretera Badajoz Granada, 0, 06300","Málaga","Andalucía","Spain","+34 99 606 71 28","2.1343370","41.4006020","NCT04660344"
"824",222,"3f0adfbc","Hospital Quirónsalud Málaga","Carretera Badajoz Granada, 0, 06300","Málaga","Andalucía","Spain","+34 99 606 71 28","2.1343370","41.4006020","NCT04338399"
"825",222,"3f0adfbc","Hospital Quirónsalud Málaga","Carretera Badajoz Granada, 0, 06300","Málaga","Andalucía","Spain","+34 99 606 71 28","2.1343370","41.4006020","NCT05388669"
"826",222,"3f0adfbc","Hospital Quirónsalud Málaga","Carretera Badajoz Granada, 0, 06300","Málaga","Andalucía","Spain","+34 99 606 71 28","2.1343370","41.4006020","NCT05415215"
"827",224,"4047950a","Clínica San Miguel","Avenida Doctor Fedriani, 3, 41009","Pamplona/Iruña","Navarra","Spain","+34 97 848 28 61","-2.9612060","43.3749060","NCT04675333"
"828",224,"4047950a","Clínica San Miguel","Avenida Doctor Fedriani, 3, 41009","Pamplona/Iruña","Navarra","Spain","+34 97 848 28 61","-2.9612060","43.3749060","NCT04595565"
"829",224,"4047950a","Clínica San Miguel","Avenida Doctor Fedriani, 3, 41009","Pamplona/Iruña","Navarra","Spain","+34 97 848 28 61","-2.9612060","43.3749060","NCT05327530"
"830",225,"406393a3","Hospital General De Vic","Calle Doctor Manuel Candela, 41, 46021","Vic","Cataluña","Spain","+34 94 688 99 76","2.1138280","41.4105120","NCT03498716"
"831",225,"406393a3","Hospital General De Vic","Calle Doctor Manuel Candela, 41, 46021","Vic","Cataluña","Spain","+34 94 688 99 76","2.1138280","41.4105120","NCT03973333"
"832",225,"406393a3","Hospital General De Vic","Calle Doctor Manuel Candela, 41, 46021","Vic","Cataluña","Spain","+34 94 688 99 76","2.1138280","41.4105120","NCT04378647"
"833",225,"406393a3","Hospital General De Vic","Calle Doctor Manuel Candela, 41, 46021","Vic","Cataluña","Spain","+34 94 688 99 76","2.1138280","41.4105120","NCT05117242"
"834",226,"4073da7c","Hospital Viamed Santa Angela De La Cruz","Calle Prolongacion Doctor Fleming, Sector 13, S/N, 41703","Sevilla","Andalucía","Spain",NA,"-5.7867470","37.1757150","NCT03576417"
"835",227,"40dfd9b5","Hospital De Sabadell - Parc Taulí","Calle Alemania, 4, 38400","Sabadell","Cataluña","Spain","+34 94 368 85 99","-0.8634500","41.6895980","NCT02448420"
"836",227,"40dfd9b5","Hospital De Sabadell - Parc Taulí","Calle Alemania, 4, 38400","Sabadell","Cataluña","Spain","+34 94 368 85 99","-0.8634500","41.6895980","NCT03843359"
"837",227,"40dfd9b5","Hospital De Sabadell - Parc Taulí","Calle Alemania, 4, 38400","Sabadell","Cataluña","Spain","+34 94 368 85 99","-0.8634500","41.6895980","NCT04145349"
"838",227,"40dfd9b5","Hospital De Sabadell - Parc Taulí","Calle Alemania, 4, 38400","Sabadell","Cataluña","Spain","+34 94 368 85 99","-0.8634500","41.6895980","NCT04580121"
"839",228,"415501b0","Centre Sociosanitari D'Esplugues","Calle Maria Vidal, 19, 08340","Esplugues de Llobregat","Cataluña","Spain","+34 93 771 34 88","-2.4407780","42.4555130","NCT03779113"
"840",228,"415501b0","Centre Sociosanitari D'Esplugues","Calle Maria Vidal, 19, 08340","Esplugues de Llobregat","Cataluña","Spain","+34 93 771 34 88","-2.4407780","42.4555130","NCT04241185"
"841",228,"415501b0","Centre Sociosanitari D'Esplugues","Calle Maria Vidal, 19, 08340","Esplugues de Llobregat","Cataluña","Spain","+34 93 771 34 88","-2.4407780","42.4555130","NCT05201612"
"842",229,"4161d837","Hospital Viamed Montecanal","Avenida Benicasim, S/N, 12004","Zaragoza","Aragón","Spain",NA,"-5.9259630","43.5553120","NCT04446117"
"843",229,"4161d837","Hospital Viamed Montecanal","Avenida Benicasim, S/N, 12004","Zaragoza","Aragón","Spain",NA,"-5.9259630","43.5553120","NCT04603495"
"844",229,"4161d837","Hospital Viamed Montecanal","Avenida Benicasim, S/N, 12004","Zaragoza","Aragón","Spain",NA,"-5.9259630","43.5553120","NCT04675294"
"845",229,"4161d837","Hospital Viamed Montecanal","Avenida Benicasim, S/N, 12004","Zaragoza","Aragón","Spain",NA,"-5.9259630","43.5553120","NCT05187624"
"846",230,"41c7f0a5","Hospital Ruber Juan Bravo","Carretera Cirera, 230, 08304","Madrid","Comunidad de Madrid","Spain","+34 94 648 79 89","-3.7757920","40.3314330","NCT03069469"
"847",230,"41c7f0a5","Hospital Ruber Juan Bravo","Carretera Cirera, 230, 08304","Madrid","Comunidad de Madrid","Spain","+34 94 648 79 89","-3.7757920","40.3314330","NCT05012254"
"848",230,"41c7f0a5","Hospital Ruber Juan Bravo","Carretera Cirera, 230, 08304","Madrid","Comunidad de Madrid","Spain","+34 94 648 79 89","-3.7757920","40.3314330","NCT04338399"
"849",230,"41c7f0a5","Hospital Ruber Juan Bravo","Carretera Cirera, 230, 08304","Madrid","Comunidad de Madrid","Spain","+34 94 648 79 89","-3.7757920","40.3314330","NCT05052801"
"850",231,"4251af0a","Hospital Intermutual De Levante","Avenida De Iberoamerica, S/N, 23680","San Antonio de Benagéber","Comunitat Valenciana","Spain","+34 97 431 93 43","-8.7179100","42.1899810","NCT04564157"
"851",231,"4251af0a","Hospital Intermutual De Levante","Avenida De Iberoamerica, S/N, 23680","San Antonio de Benagéber","Comunitat Valenciana","Spain","+34 97 431 93 43","-8.7179100","42.1899810","NCT04915755"
"852",231,"4251af0a","Hospital Intermutual De Levante","Avenida De Iberoamerica, S/N, 23680","San Antonio de Benagéber","Comunitat Valenciana","Spain","+34 97 431 93 43","-8.7179100","42.1899810","NCT04919226"
"853",231,"4251af0a","Hospital Intermutual De Levante","Avenida De Iberoamerica, S/N, 23680","San Antonio de Benagéber","Comunitat Valenciana","Spain","+34 97 431 93 43","-8.7179100","42.1899810","NCT05207709"
"854",231,"4251af0a","Hospital Intermutual De Levante","Avenida De Iberoamerica, S/N, 23680","San Antonio de Benagéber","Comunitat Valenciana","Spain","+34 97 431 93 43","-8.7179100","42.1899810","NCT04629833"
"855",232,"42ec3f59","Centro De Rehabilitación Neurológica Casaverde","Calle Santa Maria Soledad, 28, 38010","Mutxamel","Comunitat Valenciana","Spain","+34 97 922 41 13","-3.6084270","40.4838760","NCT03533283"
"856",232,"42ec3f59","Centro De Rehabilitación Neurológica Casaverde","Calle Santa Maria Soledad, 28, 38010","Mutxamel","Comunitat Valenciana","Spain","+34 97 922 41 13","-3.6084270","40.4838760","NCT04002297"
"857",232,"42ec3f59","Centro De Rehabilitación Neurológica Casaverde","Calle Santa Maria Soledad, 28, 38010","Mutxamel","Comunitat Valenciana","Spain","+34 97 922 41 13","-3.6084270","40.4838760","NCT04740918"
"858",232,"42ec3f59","Centro De Rehabilitación Neurológica Casaverde","Calle Santa Maria Soledad, 28, 38010","Mutxamel","Comunitat Valenciana","Spain","+34 97 922 41 13","-3.6084270","40.4838760","NCT05089734"
"859",232,"42ec3f59","Centro De Rehabilitación Neurológica Casaverde","Calle Santa Maria Soledad, 28, 38010","Mutxamel","Comunitat Valenciana","Spain","+34 97 922 41 13","-3.6084270","40.4838760","NCT05432375"
"860",232,"42ec3f59","Centro De Rehabilitación Neurológica Casaverde","Calle Santa Maria Soledad, 28, 38010","Mutxamel","Comunitat Valenciana","Spain","+34 97 922 41 13","-3.6084270","40.4838760","NCT05254171"
"861",233,"434f8ded","Hospital Gijon","Carretera Sagunto Burgos, KM 254, 50300","Gijón","Asturias","Spain","+34 94 970 71 39","-6.5929450","42.5414510","NCT03486873"
"862",233,"434f8ded","Hospital Gijon","Carretera Sagunto Burgos, KM 254, 50300","Gijón","Asturias","Spain","+34 94 970 71 39","-6.5929450","42.5414510","NCT04077463"
"863",233,"434f8ded","Hospital Gijon","Carretera Sagunto Burgos, KM 254, 50300","Gijón","Asturias","Spain","+34 94 970 71 39","-6.5929450","42.5414510","NCT04449874"
"864",233,"434f8ded","Hospital Gijon","Carretera Sagunto Burgos, KM 254, 50300","Gijón","Asturias","Spain","+34 94 970 71 39","-6.5929450","42.5414510","NCT04764474"
"865",234,"438248f8","Eibar Ospitalea","Carretera Arguis, KM 2,5, 22006","Eibar","País Vasco","Spain","+34 93 645 39 68","-0.4699360","38.4205960","NCT03833479"
"866",234,"438248f8","Eibar Ospitalea","Carretera Arguis, KM 2,5, 22006","Eibar","País Vasco","Spain","+34 93 645 39 68","-0.4699360","38.4205960","NCT04854499"
"867",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT03075696"
"868",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT03498716"
"869",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT04044859"
"870",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT04123366"
"871",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT04498117"
"872",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT04765059"
"873",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT03946670"
"874",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT04657991"
"875",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT04729387"
"876",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT04811027"
"877",235,"43d15f87","Hospital De La Axarquia","Avenida Adolfo Suarez, 56, 06800","Vélez-Málaga","Andalucía","Spain","+34 92 938 97 28","1.2405950","41.2877870","NCT05169567"
"878",236,"44806377","Clínica Sagrada Familia","Barrio Labeaga, 46A, 48960","Barcelona","Cataluña","Spain","+34 92 799 85 91","2.4488860","41.5396960","NCT05061550"
"879",236,"44806377","Clínica Sagrada Familia","Barrio Labeaga, 46A, 48960","Barcelona","Cataluña","Spain","+34 92 799 85 91","2.4488860","41.5396960","NCT05317416"
"880",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT03833479"
"881",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT04145349"
"882",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT04512430"
"883",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT04603183"
"884",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT04784715"
"885",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT05041257"
"886",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT03974022"
"887",237,"4493633d","Residencia Los Almendros","Avenida Del Rio Pudio, S/N, 41930","Cartagena","Murcia","Spain","+34 97 486 19 32","1.7047130","41.3394850","NCT03595059"
"888",238,"44bed6f5","Hospital Universitario Cruces","Calle Feduchy, 8, 11001","Barakaldo","País Vasco","Spain","+34 95 986 92 40","-3.9977250","39.8678090","NCT03486067"
"889",238,"44bed6f5","Hospital Universitario Cruces","Calle Feduchy, 8, 11001","Barakaldo","País Vasco","Spain","+34 95 986 92 40","-3.9977250","39.8678090","NCT04338399"
"890",238,"44bed6f5","Hospital Universitario Cruces","Calle Feduchy, 8, 11001","Barakaldo","País Vasco","Spain","+34 95 986 92 40","-3.9977250","39.8678090","NCT05089734"
"891",238,"44bed6f5","Hospital Universitario Cruces","Calle Feduchy, 8, 11001","Barakaldo","País Vasco","Spain","+34 95 986 92 40","-3.9977250","39.8678090","NCT05226598"
"892",239,"451b4762","Hospital Clínico Universitario","Carretera Rosario (Del), 145, 38010","Valladolid","Castilla y León","Spain","+34 98 873 85 45","2.6573600","41.6147600","NCT03888105"
"893",239,"451b4762","Hospital Clínico Universitario","Carretera Rosario (Del), 145, 38010","Valladolid","Castilla y León","Spain","+34 98 873 85 45","2.6573600","41.6147600","NCT04759248"
"894",239,"451b4762","Hospital Clínico Universitario","Carretera Rosario (Del), 145, 38010","Valladolid","Castilla y León","Spain","+34 98 873 85 45","2.6573600","41.6147600","NCT04595266"
"895",239,"451b4762","Hospital Clínico Universitario","Carretera Rosario (Del), 145, 38010","Valladolid","Castilla y León","Spain","+34 98 873 85 45","2.6573600","41.6147600","NCT05383352"
"896",239,"451b4762","Hospital Clínico Universitario","Carretera Rosario (Del), 145, 38010","Valladolid","Castilla y León","Spain","+34 98 873 85 45","2.6573600","41.6147600","NCT05317416"
"897",240,"45b07f9d","Hospital General De Ontinyent","Plaza De Mariano De Cavia, 3, 28007","Ontinyent","Comunitat Valenciana","Spain","+34 99 276 21 94","-3.6799220","40.4320500","NCT04083599"
"898",241,"4611670a","Clínica De La Encarnación","Calle Santa Soria, 22 -, 31200","Málaga","Andalucía","Spain","+34 97 239 46 57","2.4766630","41.6874250","NCT01351103"
"899",241,"4611670a","Clínica De La Encarnación","Calle Santa Soria, 22 -, 31200","Málaga","Andalucía","Spain","+34 97 239 46 57","2.4766630","41.6874250","NCT03616587"
"900",241,"4611670a","Clínica De La Encarnación","Calle Santa Soria, 22 -, 31200","Málaga","Andalucía","Spain","+34 97 239 46 57","2.4766630","41.6874250","NCT04338399"
"901",242,"4624b562","Centre Sociosanitari i Residencia Assistida Salou","Avenida Conde De Fenosa, 50, 32300","Salou","Cataluña","Spain","+34 90 724 94 80","-1.1315260","42.1228350","NCT04487756"
"902",243,"46253146","Hospital De La Santa Creu i Sant Pau","Avenida Gil De Atrocillo, S/N, 12500","Barcelona","Cataluña","Spain",NA,"-8.6842200","42.2150000","NCT04824092"
"903",243,"46253146","Hospital De La Santa Creu i Sant Pau","Avenida Gil De Atrocillo, S/N, 12500","Barcelona","Cataluña","Spain",NA,"-8.6842200","42.2150000","NCT04915755"
"904",243,"46253146","Hospital De La Santa Creu i Sant Pau","Avenida Gil De Atrocillo, S/N, 12500","Barcelona","Cataluña","Spain",NA,"-8.6842200","42.2150000","NCT04971226"
"905",243,"46253146","Hospital De La Santa Creu i Sant Pau","Avenida Gil De Atrocillo, S/N, 12500","Barcelona","Cataluña","Spain",NA,"-8.6842200","42.2150000","NCT05071053"
"906",244,"46538524","Hospital Sant Joan De Déu","Avenida Residencia, S/N, 15405","Palma","Baleares","Spain","+34 91 464 66 34","-6.2958510","36.5320080","NCT03486873"
"907",244,"46538524","Hospital Sant Joan De Déu","Avenida Residencia, S/N, 15405","Palma","Baleares","Spain","+34 91 464 66 34","-6.2958510","36.5320080","NCT04607421"
"908",244,"46538524","Hospital Sant Joan De Déu","Avenida Residencia, S/N, 15405","Palma","Baleares","Spain","+34 91 464 66 34","-6.2958510","36.5320080","NCT04702880"
"909",244,"46538524","Hospital Sant Joan De Déu","Avenida Residencia, S/N, 15405","Palma","Baleares","Spain","+34 91 464 66 34","-6.2958510","36.5320080","NCT05020236"
"910",244,"46538524","Hospital Sant Joan De Déu","Avenida Residencia, S/N, 15405","Palma","Baleares","Spain","+34 91 464 66 34","-6.2958510","36.5320080","NCT05171049"
"911",245,"4683157f","Policlínica Virgen De Gracia","Carretera De Gombren, 20, 17530","Maó-Mahón","Baleares","Spain","+34 95 760 35 37","2.6467880","39.5742210","NCT04622319"
"912",245,"4683157f","Policlínica Virgen De Gracia","Carretera De Gombren, 20, 17530","Maó-Mahón","Baleares","Spain","+34 95 760 35 37","2.6467880","39.5742210","NCT04538742"
"913",245,"4683157f","Policlínica Virgen De Gracia","Carretera De Gombren, 20, 17530","Maó-Mahón","Baleares","Spain","+34 95 760 35 37","2.6467880","39.5742210","NCT04832854"
"914",245,"4683157f","Policlínica Virgen De Gracia","Carretera De Gombren, 20, 17530","Maó-Mahón","Baleares","Spain","+34 95 760 35 37","2.6467880","39.5742210","NCT04498117"
"915",245,"4683157f","Policlínica Virgen De Gracia","Carretera De Gombren, 20, 17530","Maó-Mahón","Baleares","Spain","+34 95 760 35 37","2.6467880","39.5742210","NCT04919512"
"916",245,"4683157f","Policlínica Virgen De Gracia","Carretera De Gombren, 20, 17530","Maó-Mahón","Baleares","Spain","+34 95 760 35 37","2.6467880","39.5742210","NCT05048797"
"917",246,"473e358f","Institut Català de Serveis Mèdics SA.","Calle Asociacion, S/N, 30500","Girona","Cataluña","Spain","+34 98 214 90 49","2.1283690","41.4054510","NCT04740918"
"918",246,"473e358f","Institut Català de Serveis Mèdics SA.","Calle Asociacion, S/N, 30500","Girona","Cataluña","Spain","+34 98 214 90 49","2.1283690","41.4054510","NCT02889874"
"919",246,"473e358f","Institut Català de Serveis Mèdics SA.","Calle Asociacion, S/N, 30500","Girona","Cataluña","Spain","+34 98 214 90 49","2.1283690","41.4054510","NCT04398524"
"920",247,"47861f77","Complejo Hospitalario Universitario Insular","Avenida Denia, 78, 03016","Las Palmas de Gran Canaria","Canarias","Spain",NA,"-6.1946300","36.4778320","NCT03539536"
"921",247,"47861f77","Complejo Hospitalario Universitario Insular","Avenida Denia, 78, 03016","Las Palmas de Gran Canaria","Canarias","Spain",NA,"-6.1946300","36.4778320","NCT04793958"
"922",247,"47861f77","Complejo Hospitalario Universitario Insular","Avenida Denia, 78, 03016","Las Palmas de Gran Canaria","Canarias","Spain",NA,"-6.1946300","36.4778320","NCT04935359"
"923",247,"47861f77","Complejo Hospitalario Universitario Insular","Avenida Denia, 78, 03016","Las Palmas de Gran Canaria","Canarias","Spain",NA,"-6.1946300","36.4778320","NCT05219435"
"924",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT03973333"
"925",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT04543617"
"926",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT04700124"
"927",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT04526106"
"928",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT04736706"
"929",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT05041257"
"930",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT03721744"
"931",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT05198934"
"932",248,"47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510","NCT05383352"
"933",249,"487bd472","Hospital Sagrado Corazón de Jesús","Calle Jesus I Maria, 18-20, 08022","Huesca","Aragón","Spain","+34 93 136 82 84","2.0646340","41.3582260","NCT04988295"
"934",250,"48c32165","Clínica Solarium","Avenida Sant Josep De La Muntanya, 12, 08024","Barcelona","Cataluña","Spain","+34 90 655 44 18","-4.6672160","40.6662100","NCT04261439"
"935",250,"48c32165","Clínica Solarium","Avenida Sant Josep De La Muntanya, 12, 08024","Barcelona","Cataluña","Spain","+34 90 655 44 18","-4.6672160","40.6662100","NCT04663347"
"936",250,"48c32165","Clínica Solarium","Avenida Sant Josep De La Muntanya, 12, 08024","Barcelona","Cataluña","Spain","+34 90 655 44 18","-4.6672160","40.6662100","NCT04811560"
"937",250,"48c32165","Clínica Solarium","Avenida Sant Josep De La Muntanya, 12, 08024","Barcelona","Cataluña","Spain","+34 90 655 44 18","-4.6672160","40.6662100","NCT04924075"
"938",251,"4980c7c7","Hospital Universitario Rey Juan Carlos","Carretera Vella De Llubi, S/N, 07300","Móstoles","Comunidad de Madrid","Spain","+34 99 639 88 93","2.8532580","41.7009130","NCT04494425"
"939",251,"4980c7c7","Hospital Universitario Rey Juan Carlos","Carretera Vella De Llubi, S/N, 07300","Móstoles","Comunidad de Madrid","Spain","+34 99 639 88 93","2.8532580","41.7009130","NCT04524689"
"940",251,"4980c7c7","Hospital Universitario Rey Juan Carlos","Carretera Vella De Llubi, S/N, 07300","Móstoles","Comunidad de Madrid","Spain","+34 99 639 88 93","2.8532580","41.7009130","NCT04746924"
"941",251,"4980c7c7","Hospital Universitario Rey Juan Carlos","Carretera Vella De Llubi, S/N, 07300","Móstoles","Comunidad de Madrid","Spain","+34 99 639 88 93","2.8532580","41.7009130","NCT04873362"
"942",251,"4980c7c7","Hospital Universitario Rey Juan Carlos","Carretera Vella De Llubi, S/N, 07300","Móstoles","Comunidad de Madrid","Spain","+34 99 639 88 93","2.8532580","41.7009130","NCT04898634"
"943",251,"4980c7c7","Hospital Universitario Rey Juan Carlos","Carretera Vella De Llubi, S/N, 07300","Móstoles","Comunidad de Madrid","Spain","+34 99 639 88 93","2.8532580","41.7009130","NCT04625270"
"944",251,"4980c7c7","Hospital Universitario Rey Juan Carlos","Carretera Vella De Llubi, S/N, 07300","Móstoles","Comunidad de Madrid","Spain","+34 99 639 88 93","2.8532580","41.7009130","NCT05152147"
