"","hospital_id","name","addr","city","region","country","phone","long","lat"
"160","a24ff1bc","Hospital San Rafael","Paseo Alfonso  Xiii, 61, 30203","Madrid","Comunidad de Madrid","Spain","+34 99 860 55 34","-4.4549080","36.7238260"
"161","5a2a3c36","Hospital San Francisco De Asís","Calle Numancia, 7-13, 08029","Madrid","Comunidad de Madrid","Spain","+34 95 939 66 78","-4.5401600","42.0158640"
"162","2e96cd0f","Hospital San Camilo","Calle Jaume Arcelos, 1, 17300","Madrid","Comunidad de Madrid","Spain",NA,"-16.2533980","28.4708310"
"163","41c7f0a5","Hospital Ruber Juan Bravo","Carretera Cirera, 230, 08304","Madrid","Comunidad de Madrid","Spain","+34 94 648 79 89","-3.7757920","40.3314330"
"164","9596dcb5","Hospital Ruber Internacional","Calle Finca De La Peraleda, S/N, 45071","Madrid","Comunidad de Madrid","Spain",NA,"-6.8584330","37.3100430"
"165","a81312c7","Hospital Quirónsalud Sur","Calle Mateo Inurria, 1, 28850","Alcorcón","Comunidad de Madrid","Spain",NA,"2.7403240","39.4914760"
"166","ec57f544","Hospital Quironsalud San José","Avenida Octavio Augusto, S/N, S/N, 11139","Madrid","Comunidad de Madrid","Spain","+34 99 942 87 83","-1.9772510","43.3003030"
"167","6126dcb2","Hospital Psiquiátrico Doctor Rodríguez Lafora","Avenida De Cordoba, S/N, 28041","Madrid","Comunidad de Madrid","Spain","+34 92 538 58 81","1.6998460","41.3450810"
"168","9a5b41c0","Hospital Pardo De Aravaca","Avenida Las Rosas, S/N, 21440","Madrid","Comunidad de Madrid","Spain","+34 91 135 72 12","-1.9774130","42.3113610"
"169","9fbbd5f0","Hospital Nuestra Señora De America","Avenida Borbo, 18-30, 08016","Madrid","Comunidad de Madrid","Spain",NA,"-13.5434420","28.9635140"
"170","4aa43d0a","Hospital MD Anderson Cancer Center Madrid","Urbanizacion Castañera, S/N, 33540","Madrid","Comunidad de Madrid","Spain","+34 93 689 47 67","0.1180970","42.0321990"
"171","abce87a5","Hospital Los Madroños","Paseo Rubio I Ors, 25-27, 08203","Brunete","Comunidad de Madrid","Spain","+34 98 450 13 57","1.8391510","41.7201780"
"172","dc71ace5","Hospital La Milagrosa","Calle Calatrava, 83, 08017","Madrid","Comunidad de Madrid","Spain","+34 97 722 11 39","-5.2234200","39.0315330"
"173","ea2100df","Hospital Infantil Universitario Niño Jesús","Calle Paraje Torrecardenas, S/N, 04009","Madrid","Comunidad de Madrid","Spain","+34 96 600 87 90","2.7924240","41.9743270"
"174","d073b74c","Hospital HM Vallés","Travesia De La Igualdad, S/N, 02006","Alcalá de Henares","Comunidad de Madrid","Spain","+34 93 836 82 34","-1.6629820","42.8052150"
"175","0400ab6a","Hospital HM Nuevo Belén","C. Alejo Fernández, 9, 41003","Madrid","Comunidad de Madrid","Spain","+34 90 680 68 27","-3.8884420","40.4029900"
"176","18a33811","Hospital HLA Universitario Moncloa","Calle Ayala, 2, 11130","Madrid","Comunidad de Madrid","Spain","+34 91 494 63 76","-5.8559550","43.3676100"
"177","6c4433b1","Hospital Fuensanta","Avenida Bilbao ( Et/Av ), S/N, 48250","Madrid","Comunidad de Madrid","Spain","+34 90 249 93 15","0.4747430","40.4710010"
"178","87ec4e6b","Hospital Del Tajo S.A.","Calle Irunlarrea, 3 , 31008","Aranjuez","Comunidad de Madrid","Spain","+34 92 696 42 80","-5.9359780","43.3460010"
"179","fe5ecf11","Hospital De La V.O.T. De San Francisco De Asis","Calle Cires, S/N, 08310","Madrid","Comunidad de Madrid","Spain",NA,"-0.8880660","41.6337890"
"180","4b27d497","Hospital De La Fuenfria","Av. Manuel Siurot, 43A, 41013","Cercedilla","Comunidad de Madrid","Spain","+34 95 901 32 14","-5.9266810","37.1623780"
"181","2b15bf07","Hospital De Guadarrama","Av. 9 de Junio, 2, 28981 Parla, Madrid","Guadarrama","Comunidad de Madrid","Spain","+34 94 724 45 87","-4.4904480","36.6350000"
"182","749d089c","Hospital De El Escorial","Calle Cabruñana, 19, 33400","San Lorenzo de El Escorial","Comunidad de Madrid","Spain","+34 97 806 56 28","-2.8185270","43.2250770"
"183","fd8b4a42","Hospital De Cantoblanco","Calle Vilana, 12, 08022","Madrid","Comunidad de Madrid","Spain",NA,"-2.0603850","43.2666390"
"184","786aa03b","Hospital Centro De Cuidados Laguna","Avenida De La Constitucion, 2, 41640","Madrid","Comunidad de Madrid","Spain","+34 90 956 31 28","2.1411990","41.4011100"
"185","909b01c7","Hospital Central De La Defensa Gómez Ulla","Calle Doctor Roman Alberca, S/N, 30008","Madrid","Comunidad de Madrid","Spain","+34 99 795 43 45","-15.4325660","28.1430840"
"186","8c361c2b","Hospital Central De La Cruz Roja, San José Y Santa Adela","Calle De Los Jardines, 1, 28350","Madrid","Comunidad de Madrid","Spain",NA,"-5.6545570","40.9661640"
"187","c587566f","Hospital Casaverde Madrid","Calle Doctor Robles, S/N, 30400","Navalcarnero","Comunidad de Madrid","Spain",NA,"-1.7989130","38.0965220"
"188","75de569d","Hospital Carlos III","Avenida Gongora, S/N, 14940","Madrid","Comunidad de Madrid","Spain","+34 90 708 86 19","-2.0014760","43.3038610"
"189","fb9ab095","Hospital Beata Maria Ana","Avenida Catalunya, 11, 08700","Madrid","Comunidad de Madrid","Spain",NA,"-15.4297880","28.1268040"
"190","ad51853f","Hospital Asepeyo Madrid","Avenida La Salle, 22, 10600","Coslada","Comunidad de Madrid","Spain","+34 95 721 91 18","-5.6730920","40.9638760"
"191","c8bb9f11","Hospital Universitario HM Puerta del Sur","Calle Pau Casals, 5, 25620","Móstoles","Comunidad de Madrid","Spain","+34 97 857 96 48","3.0046570","39.7004470"
"192","b3f1acf8","Hospital Fundación San José","Calle Londres, 28-38, 08029","Madrid","Comunidad de Madrid","Spain","+34 98 925 41 11","1.8086040","41.7496220"
"193","362247af","Fremap, Hospital Majadahonda","Avenida Alcalde En Jaume Botella Mayor, 7, 03570","Majadahonda","Comunidad de Madrid","Spain",NA,"-0.0010860","38.8233460"
"194","57518140","Fraternidad Muprespa, Mutua Colaboradora Con La Seguridad Social Nº 275","Avenida Jorda, 8, 08035","Madrid","Comunidad de Madrid","Spain","+34 95 222 75 60","-2.4280230","42.4547610"
"195","f9fffacb","Empresa Publica Hospital Del Sur Hospital Infanta Cristina","Calle Carretera Arrecife- Tinajo Km 1300, 0, 35500","Madrid","Comunidad de Madrid","Spain",NA,"-0.0454500","39.9850360"
"196","241b33f6","Empresa Publica Hospital Del Henares","Avenida Del Aeropuerto, S/N, 14004","Coslada","Comunidad de Madrid","Spain",NA,"-3.7170330","40.4457390"
"197","cf8e7bfa","Complejo Asistencial Benito Menni","Paseo De La Victoria, S/N, 14004","Ciempozuelos","Comunidad de Madrid","Spain",NA,"-4.6707000","36.7223020"
"198","21e9b33e","Clínica Sear","Calle Ramon Y  Cajal, 60, 50004","Madrid","Comunidad de Madrid","Spain",NA,"-4.4219060","36.7333880"
"199","8e3edffd","Clínica Santa Elena","Paseo Doctor Jose Begiristain, 109, 20014","Madrid","Comunidad de Madrid","Spain",NA,"-2.4704650","43.1848860"
"200","0c91ec66","Clínica San Vicente","Calle Beloso Alto, 3 , 31006","Madrid","Comunidad de Madrid","Spain","+34 92 623 17 25","-1.4166370","38.2365460"
"201","0c8d810d","Clínica San Miguel","Calle Academia, 41, 25002","Madrid","Comunidad de Madrid","Spain","+34 99 930 78 98","2.2107520","41.4574500"
"202","37c5c0e0","Clínica Nuestra Señora De La Paz","Carretera Vella Madrid, 120, 36214","Madrid","Comunidad de Madrid","Spain",NA,"-5.7463810","41.5168160"
"203","f670b350","Clínica Lopez Ibor","Calle Sant Antoni, 52, 08221","Madrid","Comunidad de Madrid","Spain","+34 98 414 44 44","-0.9032560","41.6336030"
"204","a77786f2","Clínica La Luz, S.L.","Calle Perez Galdos, 7-9, 02003","Madrid","Comunidad de Madrid","Spain","+34 91 820 14 43","-7.3598900","43.6521960"
"205","601ca0f8","Clínica Isadora S.A.","Calle Rio Jucar, S/N, 28935","Madrid","Comunidad de Madrid","Spain","+34 97 792 83 49","-3.7384750","40.3034820"
"206","50921430","Clínica Dr. Leon","Rambla Santa Cruz, 115, 38001","Madrid","Comunidad de Madrid","Spain",NA,"-5.4578260","36.1101340"
"207","dc57f9ef","Clínica Cemtro","Paseo Alcalde Pepe Sanchez, 7, 15270","Madrid","Comunidad de Madrid","Spain",NA,"-2.9274720","43.2685140"
"208","58297c7b","Centro San Juan De Dios Ciempozuelos","Plaza Barranco De La Ballena, S/N, 35012","Ciempozuelos","Comunidad de Madrid","Spain",NA,"-15.6077170","27.7499330"
"209","a8dff199","Casta Salud, S.L.U.","Carretera Ciudad Rodrigo, 0, 37192","Guadarrama","Comunidad de Madrid","Spain","+34 98 118 32 68","-6.9127330","37.2805180"
"210","92d97172","Vithas Hospital Nosa Señora De Fátima","Carretera Autovia A-357 Málaga  - Cártama, Km 49, 29570","Vigo","Galicia","Spain","+34 97 818 82 11","-0.4733520","38.3520680"
"211","6da16a80","Sanatorio Psiquiatrico San José","Calle Sariñena, 12, 22004","Vigo","Galicia","Spain",NA,"2.3960190","41.5492500"
"212","21277108","Sanatorio Nosa Señora Dos Ollos Grandes","Avenida Zaragoza, 10-14, 44001","Lugo","Galicia","Spain",NA,"-0.0421950","40.0045800"
"213","bcb2a6aa","Sanatorio La Robleda","Calle De Pleyades, 25, 28023","O Pino","Galicia","Spain","+34 96 800 61 82","-4.5274730","37.0312660"
"214","7d54d0bc","Hospital San Rafael","Calle De San Bernabe, 13, 28005","A Coruña","Galicia","Spain","+34 90 810 60 98","-3.9920880","40.6478940"
"215","b44f8662","Hospital Quirónsalud A Coruña","Alameda Urquijo (De), 65, 48013","A Coruña","Galicia","Spain",NA,"-4.3679330","36.7286770"
"216","a7099531","Hospital Publico Virxe Da Xunqueira","Calle Santiago Russinyol, 9, 07012","Cee","Galicia","Spain","+34 98 608 59 90","-7.8672980","42.3432960"
"217","e487af51","Hospital Público Do Salnés","Carretera Madrid-Cartagena, S/N, 30120","Vilagarcía de Arousa","Galicia","Spain",NA,"-3.7153230","40.4894260"
"218","ebca53fb","Hospital Público De Verín","Mikeletegi Pasealekua, 71, 1, 20009","Verín","Galicia","Spain","+34 91 888 66 64","0.0253620","40.3562620"
"219","9c2b76e1","Hospital Publico De Valdeorras","Calle Hospital 28, S/N, 24401","O Barco de Valdeorras","Galicia","Spain","+34 99 217 68 91","-0.5947580","39.6245840"
"220","39e44f74","Hospital Público De Monforte","Avenida Del Ejercito Español, 10, 23007","Monforte de Lemos","Galicia","Spain","+34 92 648 16 25","-1.8440490","38.9854340"
"221","a471a342","Hospital Publico Da Mariña","Calle Baro De Viver, 58, 08310","Burela","Galicia","Spain","+34 90 892 65 57","-5.6778590","42.0041210"
"222","e102ffe8","Hospital Publico Da Barbanza","Lugar Jubias De Arriba, 84, 15006","Ribeira","Galicia","Spain","+34 90 584 95 16","2.6531570","39.5838860"
"223","999f7d12","Hospital Povisa","Avenida El Cuervo, S/N, 41740","Vigo","Galicia","Spain",NA,"-1.6545580","42.8251930"
"224","9d113d42","Hospital Polusa","Calle Callosa D'En Sarria, 12, 46007","Lugo","Galicia","Spain",NA,"-6.6929990","42.5944280"
"225","5cd0faf0","Hospital Juan Cardona","Calle Obispo Rafael Torija, S/N, 13005","Ferrol","Galicia","Spain",NA,"-3.6756950","40.4343620"
"226","4fba55f6","Hospital HM Vigo","Calle Aragon, 17, 28913","Vigo","Galicia","Spain",NA,"2.1429200","41.4141090"
"227","08eb075d","Hospital HM Rosaleda - Hm La Esperanza","Calle Torras  I  Pujalt, 1, 08022","Santiago de Compostela","Galicia","Spain","+34 96 533 31 56","2.1488540","41.4002290"
"228","ae9a1fc6","HM Modelo-Belen","Calle Gordoniz, 18, 48010","A Coruña","Galicia","Spain","+34 99 320 71 99","-3.7433390","43.3860260"
"229","ea1edafb","Hestia Santa Maria","Calle Mare De Deu De La Salut, 49, 08024","Pontevedra","Galicia","Spain","+34 99 720 77 30","-4.1076900","40.9425310"
"230","657ebdf7","Grupo Quirónsalud Pontevedra","Paseo Capitan Conforto, S/N, 11100","Pontevedra","Galicia","Spain",NA,"-8.3865730","43.3448890"
"231","5b454c2a","Fremap, Hospital De Vigo","Calle Menorca, 26, 43006","Vigo","Galicia","Spain",NA,"-2.5296090","43.0630190"
"232","36b78517","Concheiro Centro Médico Quirúrgico","C. Recogidas, 8, 3C, 18002","Vigo","Galicia","Spain",NA,"-4.1527740","37.1708870"
"233","a7c8be5f","Complexo Hospitalario Universitario De Vigo","Avenida de Campanar, 66, 46009","Vigo","Galicia","Spain","+34 99 797 75 90","2.1974220","41.4143800"
"234","b99a90fc","Complexo Hospitalario Universitario De Pontevedra","Calle Gregori Gallego, 22-28, 25600","Pontevedra","Galicia","Spain","+34 99 978 93 22","2.1567040","41.4114050"
"235","d13c441e","Complexo Hospitalario Universitario De Ourense","Calle Laderas Del Mojon, S/N, 38627","Ourense","Galicia","Spain","+34 95 575 26 13","-2.6789530","42.8361150"
"236","b3b0f678","Complexo Hospitalario Universitario De Lugo","Calle Calle Los Barriales, 1, 38900","Lugo","Galicia","Spain","+34 90 807 38 82","-5.6488880","43.5302470"
"237","5740a294","Complexo Hospitalario Universitario De Ferrol","Paseo Reina  Elisenda  De  Montcada, 17, 08034","Ferrol","Galicia","Spain",NA,"-1.0914170","39.4847530"
"238","21830a53","Clínica Santa Teresa","Calle Manuel De Falla, 1, 28222","Ourense","Galicia","Spain","+34 95 642 20 80","-3.6768590","40.4138900"
"239","8ced6b02","Clínica Residencia El Pinar","Poligono De Riaño, S/N, 33920","Vigo","Galicia","Spain","+34 98 875 91 40","-3.9599000","39.8594380"
"240","cad1f698","Centro Oncoloxico De Galicia","Carretera De Abaran, S/N, 30530","A Coruña","Galicia","Spain","+34 90 751 48 85","-0.9497160","41.6379770"
"241","0915a01c","Centro Médico Pintado","Calle Alisos, 19, 13002","Vigo","Galicia","Spain","+34 98 223 63 16","2.1271640","41.4025600"
"242","06dabdc8","Centro Médico El Carmen","Carretera Del Mami, Km. 1, S/N, 04120","Ourense","Galicia","Spain","+34 90 382 42 17","-1.1099020","38.6174560"
"243","91a7638c","Hospital Virgen Del Puerto","Camino Collet, 32, 12004","Plasencia","Extremadura","Spain","+34 93 267 42 74","2.1433040","41.3560620"
"244","08798d58","Hospital Universitario De Cáceres","Camino Viejo De La Fuensanta, 2, 23660","Cáceres","Extremadura","Spain","+34 98 684 58 64","2.8245100","41.9776150"
"245","ac47e734","Hospital Universitario De Badajoz","Paseo San Juan Bosco, 2, 05200","Badajoz","Extremadura","Spain",NA,"-6.1242280","36.6929000"
"246","fd7c6e16","Hospital Tierra De Barros","Carretera Casabermeja, 126, 29014","Almendralejo","Extremadura","Spain",NA,"-5.9879590","37.3689420"
"247","18df17bb","Hospital Siberia-Serena","Calle Ramon Puga, 52, 32005","Talarrubias","Extremadura","Spain","+34 99 138 24 31","-2.3115920","36.8520750"
"248","d64b7302","Hospital San Pedro De Alcantara","Paseo Mossen Valls Bartomeu, 1, 43590","Cáceres","Extremadura","Spain","+34 97 686 89 91","-4.4253050","37.4719230"
"249","8c86ad57","Hospital Quironsalud Santa Justa","Avenida Ruperta Baraya, 6, 09400","Villanueva de la Serena","Extremadura","Spain","+34 97 607 69 60","-4.8562610","36.5130920"
"250","35210d01","Hospital Quirónsalud Clideba","Paseo Vall D'Hebron, 119-129, 08035","Badajoz","Extremadura","Spain",NA,"-1.2175600","37.9704630"
"251","23f66672","Hospital Quirónsalud Cáceres","Via Augusta, 66-70, 08950","Cáceres","Extremadura","Spain",NA,"2.2474200","41.4501380"
"252","300b6042","Hospital Perpetuo Socorro","Calle La Fuentina, 0, 24193","Badajoz","Extremadura","Spain","+34 94 787 91 50","2.0104630","41.5497760"
"253","81f4445e","Hospital Parque Vegas Altas","Avenida De Valladolid, 83, 28008","Don Benito","Extremadura","Spain","+34 91 770 55 76","2.0747920","41.3515030"
"254","4f6cbc91","Hospital Materno-Infantil","Avenida Menendez Pidal, S/N, 14004","Badajoz","Extremadura","Spain",NA,"-5.8259810","43.3835490"
"255","ace4fb0a","Hospital General De Llerena","Calle Espitau,, 8, 25530","Llerena","Extremadura","Spain",NA,"-2.6766450","42.8496890"
"256","384dc925","Hospital Fundacion San Juan De Dios","Calle Mendarozabal, S/N, 20850","Almendralejo","Extremadura","Spain",NA,"2.1358070","41.4121330"
"257","958b05f3","Hospital Don Benito-Villanueva De La Serena","Calle De Diego De Leon, 62, 28006","Don Benito","Extremadura","Spain",NA,"-2.1688900","42.8952790"
"258","790d40b8","Hospital De Zafra","Calle De Juan Bravo, 49, 28006","Zafra","Extremadura","Spain",NA,"1.8788550","41.9744570"
"259","dfef8fbd","Hospital De Mérida","Avenida Badajoz, 1, 06900","Mérida","Extremadura","Spain","+34 99 453 91 70","-2.6872470","42.8547190"
"260","7db3f394","Clínica Extremeña De Salud","Calle Balmes, 271, 08006","Badajoz","Extremadura","Spain",NA,"-3.0072880","39.1774490"
"261","5a9b24e5","Hospital Ciudad De Coria","Avenida Martinez De Velasco, 36, 22004","Coria","Extremadura","Spain","+34 94 289 43 34","2.1062710","41.4996000"
"262","04f07a1d","Hospital Campo Arañuelo","Avenida De San Julian, 1, 16003","Navalmoral de la Mata","Extremadura","Spain","+34 94 508 53 86","1.8437570","41.4925490"
"263","622b5a38","Clínica Soquimex","Ctra. de Ronda, 226, 2ª Planta, 04009","Plasencia","Extremadura","Spain","+34 98 256 29 97","-5.9755470","37.3870300"
"264","611b0b19","Clínica Quirúrgica Cacereña San Francisco","Avenida Puerta Del Sur, S/N, 11408","Cáceres","Extremadura","Spain","+34 94 332 61 70","-4.8250540","39.9618400"
"265","f538835f","Centro Sociosanitario De Plasencia","Carretera Casserres (Abans Po. La Sala S/N), 1, 08692","Plasencia","Extremadura","Spain","+34 93 256 58 27","-1.6670550","42.8050520"
"266","ebc50757","Centro Sociosanitario De Mérida","Calle Doctor Castany,, S/N, 17190","Mérida","Extremadura","Spain",NA,"2.1023680","41.3836680"
"267","a7255b7b","Casaverde Centro De Rehabilitación Neurológico De Extremadura S.L.","Plaza Pau Casals, S/N, 08402","Mérida","Extremadura","Spain","+34 91 354 17 64","-0.1080300","39.9423090"
"268","d25c72da","Vithas Hospital Perpetuo Internacional","Carretera Almerimar, S/N, 04700","Alicante/Alacant","Comunitat Valenciana","Spain","+34 93 206 55 71","-4.7256350","41.6552800"
"269","94750d08","Unidad De Desintoxicacion Hospitalaria","Avenida Pio Xii, 36 , 31008","Carcaixent","Comunitat Valenciana","Spain","+34 97 147 90 37","-3.7889950","37.7755590"
"270","eb8346ca","Servicios Sanitarios Del Centro Penitenciario De Castellon II","Carretera Burjassot - Torres Torres, KM 9, 46117","Albocàsser","Comunitat Valenciana","Spain","+34 99 956 66 81","2.0799720","41.4828700"
"271","4a356ef0","Sanatorio San Jorge S.L.","Alameda De Los Tristes, S/N, 30800","Alcoy/Alcoi","Comunitat Valenciana","Spain","+34 93 434 66 16","-3.4355170","40.4642730"
"272","19fa8996","Sanatorio San Francisco De Borja Fontilles","Avenida Mariana Pineda, S/N, 18500","la Vall de Laguar","Comunitat Valenciana","Spain","+34 98 932 71 16","-3.7842340","40.4629030"
"273","d767140c","Instituto De Traumatologia De Union De Mutuas","Avenida Doctor Castany (P. H. Marti I Julia), S/N, 17190","Castellón de la Plana/Castelló de la Plana","Comunitat Valenciana","Spain",NA,"-8.0500000","42.8499980"
"274","b44313ac","Hospital Virgen Del Consuelo","Carrer de Sardenya, 466, 08025","València","Comunitat Valenciana","Spain","+34 95 500 65 99","-6.1306770","36.7040380"
"275","d9288344","Hospital Virgen De Los Lirios","Calle Sant Llorenç, 39-41, 08100","Alcoy/Alcoi","Comunitat Valenciana","Spain",NA,"-5.6671530","40.9684580"
"276","47c37117","Hospital Vega Baja De Orihuela","Calle Antonio Rocamora, 4, 30100","Orihuela","Comunitat Valenciana","Spain","+34 90 545 24 99","-6.9701580","38.8785510"
"277","78dfd8ec","Hospital Universitario Vinalopó","Calle Miguel Servet, 0, 40002","Elche/Elx","Comunitat Valenciana","Spain","+34 94 361 81 95","-5.8504170","40.3359970"
"278","1821989c","Hospital Universitario San Juan De Alicante","Calle Av. Maritima, 8, 38660","Sant Joan d'Alacant","Comunitat Valenciana","Spain",NA,"-4.0420240","39.8745180"
"279","61290c6c","Hospital Universitario Dr. Peset Aleixandre","Avenida Donantes De Sangre, 0, 34005","València","Comunitat Valenciana","Spain","+34 98 171 55 14","2.0999000","41.3477980"
"280","733ac4c8","Hospital Universitario De Torrevieja","Avenida De La Costa, 45, 33201","Torrevieja","Comunitat Valenciana","Spain",NA,"-4.0681940","40.7474500"
"281","6d6684fd","Hospital Universitario De La Ribera","Avenida Comte De Llobregat, 117, 08760","Alzira","Comunitat Valenciana","Spain",NA,"2.1383890","41.4147830"
"282","cc18dc2c","Hospital Universitario De La Plana","Calle Hermanos De La Cruz Blanca, 1, 41089","Vila-real","Comunitat Valenciana","Spain","+34 99 777 32 74","-3.7676140","40.3273480"
"283","7f84763a","Hospital Sant Vicent Del Raspeig","Calle Sant Antoni Maria Claret, 200, 08025","San Vicente del Raspeig/Sant Vicent del Raspeig","Comunitat Valenciana","Spain",NA,"-1.1071150","40.3340950"
"284","f314817a","Hospital San Carlos De Denia Grupo Hla","Calle Avenir, 14, 08006","Dénia","Comunitat Valenciana","Spain","+34 99 573 40 23","-0.4160110","39.5212830"
"285","74820e22","Hospital Rey D. Jaime","Calle Del Marquesado De Santa Marta, 1, 28022","Castellón de la Plana/Castelló de la Plana","Comunitat Valenciana","Spain","+34 98 379 24 65","2.1666060","42.2225500"
"286","ebecda7f","Hospital Quironsalud València","Avenida Hernan Nuñez De Toledo, 5, 29018","València","Comunitat Valenciana","Spain","+34 90 344 17 30","2.0108680","41.4180170"
"287","90b89484","Hospital Quirónsalud Torrevieja","Paseo Doctor Fernandez Iparraguirre, 6, 19001","Torrevieja","Comunitat Valenciana","Spain","+34 97 697 76 18","2.2458570","41.4506510"
"288","23527e9d","Hospital Público Psiquiátrico Provincial","C. del Padre Damián, 44, 28036","Bétera","Comunitat Valenciana","Spain","+34 95 599 47 50","-4.4302910","36.7266880"
"289","ec41ad21","Hospital Público Psiquiátrico Penitenciario De Fontcalent","Barrio Ganzo, S/N, 39300","Alicante/Alacant","Comunitat Valenciana","Spain",NA,"1.3036430","42.0838470"
"290","ff975ef8","Hospital Pare Jofré","Calle Ballets Olaeta, 4, 48014","València","Comunitat Valenciana","Spain",NA,"-5.7316900","41.5137530"
"291","fbaff809","Hospital Nisa València Al Mar","Calle Partida Del Grao, S/N, 25110","València","Comunitat Valenciana","Spain",NA,"-3.7338950","40.4331280"
"292","b4502765","Hospital Nisa Aguas Vivas","Paseo Paseo De Arriola, 26, 20018","Carcaixent","Comunitat Valenciana","Spain","+34 90 123 69 57","-3.9836180","40.2310440"
"293","4edb44bd","Hospital Medimar Internacional","Carretera M-515 (Pozuelo), 61, 28220","Alicante/Alacant","Comunitat Valenciana","Spain",NA,"1.5420340","41.2138360"
"294","34707c1c","Hospital Marina Baixa De La Vila Joiosa","Pg. Manuel Girona 23, 08034","la Villajoyosa/Vila Joiosa","Comunitat Valenciana","Spain","+34 99 312 65 76","-6.3775300","39.4729530"
"295","8b76dd05","Hospital Lluís Alcanyís de Xàtiva","Calle Francesc Pla El Vigata, 1, 08500","Xàtiva","Comunitat Valenciana","Spain","+34 90 388 15 25","3.1232080","41.8533610"
"296","b62a30ee","Hospital La Pedrera","Avenida De Roma, S/N, 33011","Dénia","Comunitat Valenciana","Spain","+34 91 217 16 38","-5.9872430","37.4062830"
"297","b2463ab2","Hospital La Magdalena","Calle Hermana Andresa, 2, 22520","Castellón de la Plana/Castelló de la Plana","Comunitat Valenciana","Spain","+34 96 195 90 48","2.1288350","41.3992180"
"298","4251af0a","Hospital Intermutual De Levante","Avenida De Iberoamerica, S/N, 23680","San Antonio de Benagéber","Comunitat Valenciana","Spain","+34 97 431 93 43","-8.7179100","42.1899810"
"299","11e8049a","Hospital IMED Valencia","Calle Campins, 37, 08470","Burjassot","Comunitat Valenciana","Spain","+34 91 760 41 51","-0.1296130","38.7756840"
"300","2f8ebdfe","Hospital IMED Levante","Calle Armando Collar, S/N, 33008","Benidorm","Comunitat Valenciana","Spain",NA,"2.6499460","39.5694500"
"301","bfd0de7c","Hospital IMED Gandia","Calle Camino Viejo De La Alfocea, 10, 50191","Gandia","Comunitat Valenciana","Spain",NA,"2.1640340","41.6308210"
"302","d8bd6825","Hospital IMED Elche","Paseo De La Isla, 3, 09003","Elche/Elx","Comunitat Valenciana","Spain","+34 92 364 71 61","-16.7012910","28.0681000"
"303","a77ed7ec","Hospital General Universitario De Elda-Virgen De La Salud","Calle Madrazo, 8, 08006","Elda","Comunitat Valenciana","Spain",NA,"2.0167390","41.5634830"
"304","ed313f1e","Hospital General Universitario De Elche","Avenida Habana (De La), 50, 32003","Elche/Elx","Comunitat Valenciana","Spain","+34 95 201 94 11","-6.0610040","37.3884920"
"305","bd53e8c8","Hospital General Universitario de Castellón","Carretera Valldemossa, 79, 07120","Castellón de la Plana/Castelló de la Plana","Comunitat Valenciana","Spain","+34 95 454 16 67","4.2420650","39.8685340"
"306","395fe7c6","Hospital General Universitario De Alicante","Jata Kalea, 8, 48993","Alicante/Alacant","Comunitat Valenciana","Spain","+34 96 607 36 48","-1.8656240","38.1050950"
"307","c8571370","Hospital General De Requena","Carretera Manacor, KM. 4, 07198","Requena","Comunitat Valenciana","Spain","+34 97 967 47 50","2.1618820","41.4375360"
"308","45b07f9d","Hospital General De Ontinyent","Plaza De Mariano De Cavia, 3, 28007","Ontinyent","Comunitat Valenciana","Spain","+34 99 276 21 94","-3.6799220","40.4320500"
"309","09713e07","Hospital Francesc De Borja De Gandia","Calle Santa Rosa, 6, 33690","Gandia","Comunitat Valenciana","Spain",NA,"2.7868280","41.6757920"
"310","520f0571","Hospital Doctor Moliner","Carrer de Fluvià, 211, 08020","Serra","Comunitat Valenciana","Spain",NA,"2.1465790","41.4352320"
"311","a0594cf5","Hospital De Sagunto","Calle Mare De Deu Del Coll, 22, 08023","Sagunto/Sagunt","Comunitat Valenciana","Spain",NA,"-2.7221580","43.4204220"
"312","e5e750d3","Hospital De Manises","Avenida Mancomunitats Comarcals, 1, 08760","Manises","Comunitat Valenciana","Spain",NA,"-6.0742020","36.9143160"
"313","0d91de58","Hospital De Llíria","Avenida Manuel Siurot, S/N, 41013","Llíria","Comunitat Valenciana","Spain","+34 94 722 30 73","-4.7206350","41.0551120"
"314","07536efc","Hospital De La Malva-Rosa","Calle San Lazaro, S/N, 46017","València","Comunitat Valenciana","Spain","+34 95 885 24 48","-6.6996580","38.8904740"
"315","cd8abe6f","Hospital De Denia","Avenida San Gregorio, 30, 50015","Dénia","Comunitat Valenciana","Spain","+34 96 234 22 73","-5.9685860","37.3205140"
"316","c0b9ec69","Hospital De CrónicosDe Mislata - Antiguo Hospital Militar De Valencia","Calle Ctra. Alzira-Tavernes De V., CV50, 46740","Mislata","Comunitat Valenciana","Spain","+34 93 449 29 11","-3.6908650","41.6693180"
"317","05b81283","Hospital Comarcal De Vinaròs","Carretera Acces Cala Sant Francesc, 5, 17300","Vinaròs","Comunitat Valenciana","Spain","+34 90 139 93 19","-5.1874800","36.4082430"
"318","0a6ef5f1","Hospital Clinica Benidorm","Carrer de Wellington, 30, 08005","Benidorm","Comunitat Valenciana","Spain","+34 90 213 12 23","-0.5300610","38.4049570"
"319","7a871c63","Hospital Catolico Casa De Salud","Calle Font I Boet, 16, 08140","València","Comunitat Valenciana","Spain","+34 94 548 40 13","-0.7939300","37.8257650"
